province_state,country_region,observation_date,continent,us_county,us_state,confirmed_total,deaths_total,recovered_total,confirmed_daily,deaths_daily,recovered_daily,latitude,longitude
"Camden, NJ",US,2020-02-09 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-10 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-11 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-12 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-13 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-14 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-15 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-16 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-17 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-18 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-19 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-20 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-21 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-22 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-23 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-24 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-03 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-04 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-05 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-06 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-07 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-08 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-09 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-10 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-11 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-12 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-13 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-14 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-15 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-16 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-17 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-18 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-19 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-20 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-21 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Camden, NJ",US,2020-03-22 00:00:00+00,,,,0,0,0,0,0,0,39.9259,-75.1196
"Passaic, NJ",US,2020-01-22 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-01-23 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-01-24 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-01-25 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-01-26 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-01-27 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-01-28 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-01-29 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-01-30 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-01-31 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-01 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-02 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-03 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-04 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-05 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-06 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-07 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-08 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-09 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-10 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-11 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-12 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-13 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-14 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-15 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-16 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-17 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-18 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-19 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-20 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-21 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-22 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-23 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-24 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-03 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-04 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-05 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-06 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-07 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-08 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-09 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-10 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-11 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-12 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-13 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-14 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-15 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-16 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-17 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-18 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-19 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-20 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-21 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Passaic, NJ",US,2020-03-22 00:00:00+00,,,,0,0,0,0,0,0,40.8568,-74.1285
"Union, NJ",US,2020-01-22 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-01-23 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-01-24 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-01-25 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-01-26 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-01-27 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-01-28 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-01-29 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-01-30 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-01-31 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-01 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-02 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-03 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-04 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-05 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-06 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-07 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-08 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-09 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-10 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-11 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-12 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-13 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-14 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-15 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-16 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-17 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-18 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-19 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-20 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-21 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-22 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-23 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-24 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-03 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-04 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-05 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-06 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-07 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-08 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-09 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-10 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-11 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-12 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-13 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-14 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-15 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-16 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-17 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-18 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-19 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-20 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-21 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Union, NJ",US,2020-03-22 00:00:00+00,,,,0,0,0,0,0,0,40.6976,-74.2632
"Eagle, CO",US,2020-01-22 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-01-23 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-01-24 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-01-25 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-01-26 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-01-27 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-01-28 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-01-29 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-01-30 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-01-31 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-01 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-02 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-03 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-04 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-05 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-06 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-07 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-08 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-09 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-10 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-11 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-12 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-13 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-14 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-15 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-16 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-17 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-18 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-19 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-20 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-21 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-22 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-23 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-24 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-03 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-04 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-05 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-06 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-07 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-08 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-09 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-10 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-11 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-12 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-13 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-14 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-15 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-16 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-17 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-18 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-19 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-20 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-21 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Eagle, CO",US,2020-03-22 00:00:00+00,,,,0,0,0,0,0,0,39.6553,-106.8287
"Larimer, CO",US,2020-01-22 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-01-23 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-01-24 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-01-25 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-01-26 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-01-27 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-01-28 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-01-29 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-01-30 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-01-31 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-01 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-02 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-03 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-04 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-05 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-06 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-07 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-08 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-09 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-10 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-11 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-12 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-13 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-14 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-15 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-16 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-17 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-18 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-19 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-20 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-21 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-22 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-23 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-24 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
"Larimer, CO",US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,40.6956,-105.5943
